model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,flops_saved_cosine,flops_saved_graph,embed_time_s,graph_build_time_s
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,96,multi-hop,81.739,75.8313,0.0,0,0,1,3,259,259,35169763328,35169763328,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,97,structural,44.2935,74.729,53.2037,0,0,0,106,362,362,68704796672,68704796672,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,98,multi-hop,46.1567,0.0,0.0,0,1,1,4,22,111,253755392,6459752448,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,99,semantic,44.5699,0.0,56.2004,0,1,0,35,275,291,39649280000,44397232128,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,100,semantic,37.9853,0.0,0.0,0,1,1,47,303,303,48134356992,48134356992,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,101,multi-hop,38.9911,50.3627,33.8442,0,0,0,104,360,360,67947724800,67947724800,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,102,multi-hop,42.2001,0.0,93.8447,0,1,0,106,362,362,68704796672,68704796672,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,103,semantic,42.1346,0.0,52.7678,0,1,0,69,323,279,54698442752,40811102208,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,104,multi-hop,42.0955,0.0,67.1433,0,1,0,109,365,365,69848268800,69848268800,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,105,semantic,57.7287,0.0,39.7228,0,1,0,110,366,366,70231523328,70231523328,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,106,semantic,71.3901,0.0,0.0,0,1,1,2,10,10,52428800,52428800,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,107,structural,56.6265,36.0708,0.0,0,0,1,105,361,361,68325736448,68325736448,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,108,structural,48.0699,0.0,0.0,0,1,1,81,337,337,59542863872,59542863872,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,109,multi-hop,35.6767,81.8542,64.7383,0,0,0,139,395,375,81802035200,73728000000,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,110,multi-hop,41.7776,34.1816,37.0815,0,0,0,34,290,290,44092620800,44092620800,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,111,multi-hop,67.4424,39.8901,40.4692,0,0,0,16,166,228,14447280128,27254587392,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,112,semantic,42.8898,0.0,0.0,0,1,1,122,378,378,74912366592,74912366592,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,113,multi-hop,0.0,0.0,38.2404,1,1,0,91,347,347,63128993792,63128993792,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,114,multi-hop,38.2694,0.0,51.3793,0,1,0,68,324,324,55037657088,55037657088,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,115,multi-hop,0.0,0.0,0.0,1,1,1,35,275,291,39649280000,44397232128,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,116,semantic,46.774,0.0,0.0,0,1,1,40,296,296,45936017408,45936017408,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,117,multi-hop,32.3476,45.3384,0.0,0,0,1,88,344,344,62042144768,62042144768,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,118,multi-hop,43.3197,0.0,55.1614,0,1,0,99,355,355,66073395200,66073395200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,119,multi-hop,45.1314,0.0,52.0524,0,1,0,106,362,362,68704796672,68704796672,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,120,structural,39.0033,40.477,41.6958,0,0,0,84,340,340,60607692800,60607692800,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,121,multi-hop,53.3485,0.0,0.0,0,1,1,114,370,370,71775027200,71775027200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,122,semantic,0.0,0.0,0.0,1,1,1,121,377,377,74516529152,74516529152,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,123,semantic,33.8156,0.0,69.4581,0,1,0,2,160,39,13421772800,797442048,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,124,multi-hop,46.5807,58.3177,53.4189,0,0,0,2,10,10,52428800,52428800,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,125,semantic,43.9308,0.0,0.0,0,1,1,117,373,373,72943665152,72943665152,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,126,semantic,43.2438,0.0,0.0,0,1,1,60,316,316,52353302528,52353302528,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,127,multi-hop,76.5898,65.7701,43.0589,0,0,0,35,291,113,44397232128,6694633472,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,128,multi-hop,68.2447,0.0,0.0,0,1,1,117,373,373,72943665152,72943665152,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,129,structural,56.994,47.1419,58.8175,0,0,0,47,303,303,48134356992,48134356992,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,130,semantic,53.1238,0.0,48.6221,0,1,0,94,350,350,64225280000,64225280000,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,131,semantic,68.9582,0.0,0.0,0,1,1,126,382,382,76506202112,76506202112,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,132,semantic,47.5382,0.0,55.171,0,1,0,99,355,355,66073395200,66073395200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,133,multi-hop,38.2515,0.0,41.6361,0,1,0,99,355,355,66073395200,66073395200,7.697,0.018
